"","from","to","Carrier","Departures","Seats","Passengers","Aircraft","Distance"
"7068","STG","ANC","Peninsula Airways Inc.",4,106,58,456,765
"7069","STG","SNP","Peninsula Airways Inc.",5,134,69,456,46
"7070","TOG","DLG","Peninsula Airways Inc.",21,189,35,416,67
"7071","TOG","KMO","Peninsula Airways Inc.",1,5,1,79,48
"7072","TOG","KMO","Peninsula Airways Inc.",6,54,14,416,48
"7073","TOG","TWA","Peninsula Airways Inc.",5,25,3,79,4
"7074","TOG","TWA","Peninsula Airways Inc.",14,126,18,416,4
"7075","TWA","DLG","Peninsula Airways Inc.",4,20,2,79,63
"7076","TWA","DLG","Peninsula Airways Inc.",12,108,15,416,63
"7077","TWA","KMO","Peninsula Airways Inc.",2,18,4,416,44
"7078","UGB","AKN","Peninsula Airways Inc.",4,20,3,79,95
"7079","UGB","AKN","Peninsula Airways Inc.",2,18,14,416,95
"7080","UGB","EGX","Peninsula Airways Inc.",3,15,1,79,56
"7081","UGB","KCQ","Peninsula Airways Inc.",1,9,3,416,90
"7082","UGB","PIP","Peninsula Airways Inc.",3,15,3,79,12
"7083","UGB","PIP","Peninsula Airways Inc.",1,9,4,416,12
"7084","UGB","PTH","Peninsula Airways Inc.",1,9,4,416,47
"7085","UNK","ANC","Peninsula Airways Inc.",24,720,311,456,392
"7086","UNK","UNK","Peninsula Airways Inc.",2,60,8,456,0
"7087","WSN","AKN","Peninsula Airways Inc.",10,50,1,79,13
"7088","WSN","AKN","Peninsula Airways Inc.",4,36,9,416,13
"7089","WSN","AKN","Peninsula Airways Inc.",1,5,2,79,13
"7090","WSN","DLG","Peninsula Airways Inc.",1,5,2,79,58
"7091","WSN","EGX","Peninsula Airways Inc.",7,35,3,79,37
"7092","WSN","KLL","Peninsula Airways Inc.",1,5,1,79,29
"7093","CZN","TKJ","40-Mile Air",9,45,5,35,90
"7094","FAI","HKB","40-Mile Air",9,45,9,35,110
"7095","HKB","TKJ","40-Mile Air",9,45,8,35,71
"7096","TKJ","CZN","40-Mile Air",9,45,3,35,90
"7097","TKJ","FAI","40-Mile Air",9,45,9,35,181
"7098","BVU","MRI","Spernak Airways Inc.",54,270,103,35,40
"7099","BVU","TYE","Spernak Airways Inc.",19,95,32,35,7
"7100","MRI","BVU","Spernak Airways Inc.",61,305,143,35,40
"7101","MRI","SKW","Spernak Airways Inc.",4,20,7,35,68
"7102","MRI","SKW","Spernak Airways Inc.",1,5,1,35,68
"7103","MRI","TYE","Spernak Airways Inc.",120,600,283,35,44
"7104","MRI","TYE","Spernak Airways Inc.",17,85,2,35,44
"7105","MRI","XWA","Spernak Airways Inc.",3,15,4,35,53
"7106","SKW","MRI","Spernak Airways Inc.",4,20,5,35,68
"7107","TYE","BVU","Spernak Airways Inc.",14,70,26,35,7
"7108","TYE","MRI","Spernak Airways Inc.",92,460,237,35,44
"7109","XWA","MRI","Spernak Airways Inc.",1,5,2,35,53
"7110","XWA","TYE","Spernak Airways Inc.",1,5,1,35,10
"7111","AKN","IGG","Iliamna Air Taxi",1,5,1,117,52
"7112","AKN","ILI","Iliamna Air Taxi",4,20,4,10,97
"7113","AKN","ILI","Iliamna Air Taxi",1,6,1,35,97
"7114","AKN","ILI","Iliamna Air Taxi",3,15,3,117,97
"7115","AKN","ILI","Iliamna Air Taxi",1,9,1,479,97
"7116","AKN","KNK","Iliamna Air Taxi",1,6,3,35,79
"7117","AKN","KNW","Iliamna Air Taxi",1,9,5,194,59
"7118","ANC","ILI","Iliamna Air Taxi",23,207,117,479,195
"7119","ANC","KNK","Iliamna Air Taxi",10,90,64,479,209
"7120","ANC","KNW","Iliamna Air Taxi",1,9,9,479,278
"7121","ANC","NNL","Iliamna Air Taxi",2,18,14,479,185
"7122","ANC","NNL","Iliamna Air Taxi",1,9,2,479,185
"7123","ANC","PDB","Iliamna Air Taxi",1,9,9,479,171
"7124","ANC","PIZ","Iliamna Air Taxi",1,9,7,479,698
"7125","BET","ILI","Iliamna Air Taxi",2,18,9,479,248
"7126","DLG","IGG","Iliamna Air Taxi",1,5,1,10,95
"7127","ENA","ANC","Iliamna Air Taxi",1,9,5,479,60
"7128","ENA","ILI","Iliamna Air Taxi",1,9,9,479,138
"7129","ENA","KNW","Iliamna Air Taxi",1,9,9,479,224
"7130","IGG","ILI","Iliamna Air Taxi",1,5,2,10,46
"7131","IGG","ILI","Iliamna Air Taxi",6,36,3,35,46
"7132","IGG","KNK","Iliamna Air Taxi",1,6,4,35,34
"7133","IGG","KNK","Iliamna Air Taxi",1,5,2,117,34
"7134","ILI","AKN","Iliamna Air Taxi",3,15,3,10,97
"7135","ILI","AKN","Iliamna Air Taxi",3,15,4,117,97
"7136","ILI","AKN","Iliamna Air Taxi",1,9,3,479,97
"7137","ILI","ANC","Iliamna Air Taxi",19,171,119,479,195
"7138","ILI","BET","Iliamna Air Taxi",2,18,9,479,248
"7139","ILI","DLG","Iliamna Air Taxi",2,10,1,10,136
"7140","ILI","ENA","Iliamna Air Taxi",1,9,5,479,138
"7141","ILI","IGG","Iliamna Air Taxi",6,36,8,35,46
"7142","ILI","KGK","Iliamna Air Taxi",1,5,2,10,81
"7143","ILI","KGK","Iliamna Air Taxi",1,9,1,479,81
"7144","ILI","KNK","Iliamna Air Taxi",14,84,5,35,22
"7145","ILI","KNK","Iliamna Air Taxi",14,126,59,479,22
"7146","ILI","KNK","Iliamna Air Taxi",3,15,5,10,22
"7147","ILI","KNK","Iliamna Air Taxi",10,60,17,35,22
"7148","ILI","KNK","Iliamna Air Taxi",1,5,2,117,22
"7149","ILI","KNW","Iliamna Air Taxi",1,6,1,35,87
"7150","ILI","KNW","Iliamna Air Taxi",3,27,9,479,87
"7151","ILI","NNL","Iliamna Air Taxi",14,84,10,35,16
"7152","ILI","NNL","Iliamna Air Taxi",1,9,2,479,16
"7153","ILI","NNL","Iliamna Air Taxi",3,15,1,10,16
"7154","ILI","NNL","Iliamna Air Taxi",8,48,5,35,16
"7155","ILI","PDB","Iliamna Air Taxi",6,36,1,35,27
"7156","ILI","PDB","Iliamna Air Taxi",2,12,1,35,27
"7157","ILI","PTA","Iliamna Air Taxi",5,30,5,35,37
"7158","KCL","ANC","Iliamna Air Taxi",1,9,7,479,455
"7159","KGK","KNW","Iliamna Air Taxi",1,9,1,479,24
"7160","KLL","KNK","Iliamna Air Taxi",1,6,1,35,70
"7161","KLL","NNL","Iliamna Air Taxi",1,5,1,10,93
"7162","KNK","AKN","Iliamna Air Taxi",1,5,3,10,79
"7163","KNK","AKN","Iliamna Air Taxi",1,5,3,117,79
"7164","KNK","ANC","Iliamna Air Taxi",13,117,82,479,209
"7165","KNK","ANC","Iliamna Air Taxi",1,9,2,479,209
"7166","KNK","IGG","Iliamna Air Taxi",2,12,1,35,34
"7167","KNK","ILI","Iliamna Air Taxi",11,66,18,35,22
"7168","KNK","ILI","Iliamna Air Taxi",11,99,43,479,22
"7169","KNK","ILI","Iliamna Air Taxi",7,42,5,35,22
"7170","KNK","ILI","Iliamna Air Taxi",1,5,2,117,22
"7171","KNK","NNL","Iliamna Air Taxi",1,6,2,35,38
"7172","KNK","PDB","Iliamna Air Taxi",2,12,1,35,39
"7173","KNK","PDB","Iliamna Air Taxi",3,18,8,35,39
"7174","KNK","PVY","Iliamna Air Taxi",2,12,1,35,8
"7175","KNW","ANC","Iliamna Air Taxi",2,18,9,479,278
"7176","KNW","ENA","Iliamna Air Taxi",1,9,9,479,224
"7177","KNW","ILI","Iliamna Air Taxi",1,9,6,194,87
"7178","KNW","ILI","Iliamna Air Taxi",2,18,8,479,87
"7179","KNW","KGK","Iliamna Air Taxi",1,9,2,479,24
"7180","NNL","ANC","Iliamna Air Taxi",1,9,9,479,185
"7181","NNL","ANC","Iliamna Air Taxi",1,9,2,194,185
"7182","NNL","ILI","Iliamna Air Taxi",14,84,11,35,16
"7183","NNL","ILI","Iliamna Air Taxi",2,18,12,479,16
"7184","NNL","ILI","Iliamna Air Taxi",4,20,3,10,16
"7185","NNL","ILI","Iliamna Air Taxi",10,60,8,35,16
"7186","NNL","PTA","Iliamna Air Taxi",6,36,3,35,24
"7187","PDB","ILI","Iliamna Air Taxi",8,48,5,35,27
"7188","PDB","ILI","Iliamna Air Taxi",1,9,7,479,27
"7189","PDB","ILI","Iliamna Air Taxi",3,18,2,35,27
"7190","PDB","PTA","Iliamna Air Taxi",1,5,3,10,29
"7191","PDB","PTA","Iliamna Air Taxi",1,6,3,35,29
"7192","PDB","PVY","Iliamna Air Taxi",1,6,2,35,43
"7193","PIZ","ANC","Iliamna Air Taxi",1,9,7,479,698
"7194","PTA","ILI","Iliamna Air Taxi",9,54,2,35,37
"7195","PTA","ILI","Iliamna Air Taxi",1,5,1,10,37
"7196","PTA","NNL","Iliamna Air Taxi",6,36,5,35,24
"7197","PTA","NNL","Iliamna Air Taxi",1,5,3,10,24
"7198","PTA","NNL","Iliamna Air Taxi",1,6,1,35,24
"7199","PVY","ILI","Iliamna Air Taxi",1,6,1,35,30
"7200","PVY","PDB","Iliamna Air Taxi",1,6,1,35,43
"7201","GST","HNH","Air Excursions LLC",13,65,7,79,25
"7202","GST","JNU","Air Excursions LLC",18,90,22,35,41
"7203","GST","JNU","Air Excursions LLC",64,320,87,79,41
"7204","GST","JNU","Air Excursions LLC",1,9,9,194,41
"7205","HNH","GST","Air Excursions LLC",4,20,2,35,25
"7206","HNH","GST","Air Excursions LLC",11,55,12,79,25
"7207","HNH","GST","Air Excursions LLC",1,9,1,194,25
"7208","HNH","JNU","Air Excursions LLC",12,60,14,35,35
"7209","HNH","JNU","Air Excursions LLC",42,210,60,79,35
"7210","HNH","JNU","Air Excursions LLC",1,9,7,194,35
"7211","HNH","KAE","Air Excursions LLC",1,5,3,79,95
"7212","HNS","JNU","Air Excursions LLC",2,10,5,35,70
"7213","HNS","JNU","Air Excursions LLC",41,205,54,79,70
"7214","HNS","JNU","Air Excursions LLC",1,9,6,194,70
"7215","HNS","JNU","Air Excursions LLC",1,9,9,194,70
"7216","HNS","SGY","Air Excursions LLC",1,5,1,35,17
"7217","HNS","SGY","Air Excursions LLC",25,125,21,79,17
"7218","JNU","GST","Air Excursions LLC",17,85,17,35,41
"7219","JNU","GST","Air Excursions LLC",66,330,76,79,41
"7220","JNU","GST","Air Excursions LLC",1,5,3,79,41
"7221","JNU","HNH","Air Excursions LLC",15,75,22,35,35
"7222","JNU","HNH","Air Excursions LLC",42,210,49,79,35
"7223","JNU","HNH","Air Excursions LLC",2,18,3,194,35
"7224","JNU","HNH","Air Excursions LLC",1,5,1,79,35
"7225","JNU","HNS","Air Excursions LLC",46,230,62,79,70
"7226","JNU","HNS","Air Excursions LLC",2,18,3,194,70
"7227","JNU","HNS","Air Excursions LLC",1,5,1,79,70
"7228","JNU","KAE","Air Excursions LLC",7,35,10,35,98
"7229","JNU","KAE","Air Excursions LLC",23,115,25,79,98
"7230","JNU","KAE","Air Excursions LLC",5,45,7,194,98
"7231","JNU","SGY","Air Excursions LLC",24,120,7,79,81
"7232","JNU","SGY","Air Excursions LLC",3,27,5,194,81
"7233","KAE","JNU","Air Excursions LLC",7,35,17,35,98
"7234","KAE","JNU","Air Excursions LLC",25,125,35,79,98
"7235","KAE","JNU","Air Excursions LLC",5,45,8,194,98
"7236","SGY","HNS","Air Excursions LLC",21,105,4,79,17
"7237","SGY","HNS","Air Excursions LLC",1,9,4,194,17
"7238","SGY","JNU","Air Excursions LLC",1,5,1,35,81
"7239","SGY","JNU","Air Excursions LLC",31,155,17,79,81
"7240","SGY","JNU","Air Excursions LLC",4,36,3,194,81
"7241","CGA","KTN","PM Air, LLC",3,18,5,40,57
"7242","CGA","KTN","PM Air, LLC",11,110,39,42,57
"7243","CGA","WFB","PM Air, LLC",19,190,26,42,59
"7244","HYL","KTB","PM Air, LLC",17,102,17,40,15
"7245","HYL","KTB","PM Air, LLC",6,60,5,42,15
"7246","HYL","KTN","PM Air, LLC",1,6,6,40,37
"7247","HYL","KTN","PM Air, LLC",2,20,9,42,37
"7248","HYL","WFB","PM Air, LLC",13,78,17,40,39
"7249","HYL","WFB","PM Air, LLC",4,40,4,42,39
"7250","KTB","HYL","PM Air, LLC",13,78,11,40,15
"7251","KTB","HYL","PM Air, LLC",2,20,2,42,15
"7252","KTB","KTN","PM Air, LLC",7,42,8,40,39
"7253","KTB","KTN","PM Air, LLC",2,20,2,42,39
"7254","KTB","WFB","PM Air, LLC",19,114,17,40,41
"7255","KTB","WFB","PM Air, LLC",4,40,7,42,41
"7256","KTB","ZXM","PM Air, LLC",1,6,3,40,21
"7257","KTN","CGA","PM Air, LLC",2,12,3,40,57
"7258","KTN","CGA","PM Air, LLC",24,240,77,42,57
"7259","KTN","HYL","PM Air, LLC",7,42,19,40,37
"7260","KTN","HYL","PM Air, LLC",5,50,16,42,37
"7261","KTN","KTB","PM Air, LLC",8,48,17,40,39
"7262","KTN","KXA","PM Air, LLC",1,10,3,42,29
"7263","KTN","MTM","PM Air, LLC",9,54,17,40,16
"7264","KTN","MTM","PM Air, LLC",2,20,9,42,16
"7265","KTN","WFB","PM Air, LLC",21,126,17,40,2
"7266","KTN","WFB","PM Air, LLC",21,210,24,42,2
"7267","KTN","ZXM","PM Air, LLC",1,6,2,40,24
"7268","KXA","HYL","PM Air, LLC",1,10,2,42,10
"7269","MTM","KTN","PM Air, LLC",10,60,24,40,16
"7270","MTM","KTN","PM Air, LLC",5,50,16,42,16
"7271","MTM","KTN","PM Air, LLC",1,10,9,42,16
"7272","MTM","WFB","PM Air, LLC",41,246,40,40,16
"7273","MTM","WFB","PM Air, LLC",4,40,12,42,16
"7274","WFB","CGA","PM Air, LLC",2,12,1,40,59
"7275","WFB","CGA","PM Air, LLC",9,90,13,42,59
"7276","WFB","CGA","PM Air, LLC",1,10,1,42,59
"7277","WFB","HYL","PM Air, LLC",9,54,9,40,39
"7278","WFB","HYL","PM Air, LLC",4,40,4,42,39
"7279","WFB","KTB","PM Air, LLC",14,84,10,40,41
"7280","WFB","KTB","PM Air, LLC",2,20,4,42,41
"7281","WFB","KTN","PM Air, LLC",27,162,18,40,2
"7282","WFB","KTN","PM Air, LLC",32,320,41,42,2
"7283","WFB","KXA","PM Air, LLC",1,6,2,40,31
"7284","WFB","MTM","PM Air, LLC",42,252,44,40,16
"7285","WFB","MTM","PM Air, LLC",7,70,16,42,16
"7286","WFB","WFB","PM Air, LLC",1,6,2,40,0
"7287","WFB","ZXM","PM Air, LLC",1,6,2,40,26
"7288","ZXM","HYL","PM Air, LLC",2,12,2,40,13
"7289","ZXM","WFB","PM Air, LLC",1,6,4,40,26
"7290","ABQ","IAH","Continental Air Lines Inc.",3,480,400,614,744
"7291","ABQ","IAH","Continental Air Lines Inc.",16,1824,1570,616,744
"7292","ANC","SEA","Continental Air Lines Inc.",2,248,222,612,1449
"7293","ANC","SEA","Continental Air Lines Inc.",29,4632,4391,614,1449
"7294","ANC","SEA","Continental Air Lines Inc.",26,5616,4876,623,1449
"7295","ANC","SEA","Continental Air Lines Inc.",20,3460,2534,634,1449
"7296","ATL","EWR","Continental Air Lines Inc.",3,372,292,612,745
"7297","ATL","EWR","Continental Air Lines Inc.",9,1440,747,614,745
"7298","ATL","EWR","Continental Air Lines Inc.",57,6498,4089,616,745
"7299","ATL","IAH","Continental Air Lines Inc.",2,248,171,612,689
"7300","ATL","IAH","Continental Air Lines Inc.",6,960,854,614,689
"7301","ATL","IAH","Continental Air Lines Inc.",55,6270,4854,616,689
"7302","ATL","IAH","Continental Air Lines Inc.",1,216,10,623,689
"7303","ATL","MSY","Continental Air Lines Inc.",1,216,152,623,425
"7304","ATW","EWR","Continental Air Lines Inc.",1,216,141,623,772
"7305","AUS","EWR","Continental Air Lines Inc.",25,3100,2293,612,1504
"7306","AUS","EWR","Continental Air Lines Inc.",5,784,495,614,1504
"7307","AUS","EWR","Continental Air Lines Inc.",38,4332,3629,616,1504
"7308","AUS","EWR","Continental Air Lines Inc.",1,173,112,634,1504
"7309","AUS","IAH","Continental Air Lines Inc.",38,4712,4357,612,140
"7310","AUS","IAH","Continental Air Lines Inc.",60,9496,7577,614,140
"7311","AUS","IAH","Continental Air Lines Inc.",66,7524,5923,616,140
"7312","AUS","IAH","Continental Air Lines Inc.",29,5075,3552,622,140
"7313","AUS","IAH","Continental Air Lines Inc.",2,432,344,623,140
"7314","AUS","IAH","Continental Air Lines Inc.",37,6401,5233,634,140
"7315","BDL","EWR","Continental Air Lines Inc.",2,320,144,614,115
"7316","BDL","EWR","Continental Air Lines Inc.",1,114,78,616,115
"7317","BNA","IAH","Continental Air Lines Inc.",1,216,164,623,657
"7318","BOS","BDL","Continental Air Lines Inc.",1,114,78,616,91
"7319","BOS","CLE","Continental Air Lines Inc.",1,124,49,612,563
"7320","BOS","CLE","Continental Air Lines Inc.",2,320,45,614,563
"7321","BOS","CLE","Continental Air Lines Inc.",10,1140,693,616,563
"7322","BOS","EWR","Continental Air Lines Inc.",7,868,589,612,200
"7323","BOS","EWR","Continental Air Lines Inc.",90,14272,7162,614,200
"7324","BOS","EWR","Continental Air Lines Inc.",74,8436,6181,616,200
"7325","BOS","EWR","Continental Air Lines Inc.",1,175,168,622,200
"7326","BOS","EWR","Continental Air Lines Inc.",3,519,371,634,200
"7327","BOS","IAH","Continental Air Lines Inc.",13,1612,1450,612,1597
"7328","BOS","IAH","Continental Air Lines Inc.",112,17672,15080,614,1597
"7329","BOS","IAH","Continental Air Lines Inc.",15,1710,1423,616,1597
"7330","BOS","IAH","Continental Air Lines Inc.",12,2076,1862,634,1597
"7331","BOS","LGA","Continental Air Lines Inc.",1,160,44,614,185
"7332","BQN","EWR","Continental Air Lines Inc.",24,3840,3001,614,1585
"7333","BQN","EWR","Continental Air Lines Inc.",2,346,328,634,1585
"7334","BUF","CLE","Continental Air Lines Inc.",1,216,130,623,192
"7335","BUF","FLL","Continental Air Lines Inc.",1,235,125,624,1166
"7336","BUF","MSP","Continental Air Lines Inc.",1,216,121,623,734
"7337","BWI","EWR","Continental Air Lines Inc.",1,124,64,612,169
"7338","BWI","EWR","Continental Air Lines Inc.",2,320,293,614,169
"7339","BWI","EWR","Continental Air Lines Inc.",1,173,147,634,169
"7340","BWI","IAH","Continental Air Lines Inc.",4,496,339,612,1235
"7341","BWI","IAH","Continental Air Lines Inc.",65,10376,6987,614,1235
"7342","BWI","IAH","Continental Air Lines Inc.",58,6612,6007,616,1235
"7343","BWI","IAH","Continental Air Lines Inc.",14,2422,2353,634,1235
"7344","BWI","MSY","Continental Air Lines Inc.",1,235,152,624,998
"7345","CKB","EWR","Continental Air Lines Inc.",1,173,144,634,336
"7346","CLE","BOS","Continental Air Lines Inc.",1,124,61,612,563
"7347","CLE","BOS","Continental Air Lines Inc.",3,480,107,614,563
"7348","CLE","BOS","Continental Air Lines Inc.",10,1140,620,616,563
"7349","CLE","BUF","Continental Air Lines Inc.",1,216,128,623,192
"7350","CLE","CVG","Continental Air Lines Inc.",1,216,138,623,221
"7351","CLE","DEN","Continental Air Lines Inc.",2,248,209,612,1201
"7352","CLE","DEN","Continental Air Lines Inc.",40,6392,5344,614,1201
"7353","CLE","EWR","Continental Air Lines Inc.",33,4092,1823,612,404
"7354","CLE","EWR","Continental Air Lines Inc.",41,6536,3363,614,404
"7355","CLE","EWR","Continental Air Lines Inc.",87,9918,6199,616,404
"7356","CLE","EWR","Continental Air Lines Inc.",1,175,165,622,404
"7357","CLE","EWR","Continental Air Lines Inc.",4,1104,588,627,404
"7358","CLE","EWR","Continental Air Lines Inc.",1,173,148,634,404
"7359","CLE","FLL","Continental Air Lines Inc.",2,248,191,612,1062
"7360","CLE","FLL","Continental Air Lines Inc.",26,4160,3754,614,1062
"7361","CLE","FLL","Continental Air Lines Inc.",3,342,190,616,1062
"7362","CLE","FLL","Continental Air Lines Inc.",1,216,67,623,1062
"7363","CLE","FLL","Continental Air Lines Inc.",20,3460,3206,634,1062
"7364","CLE","FLL","Continental Air Lines Inc.",1,216,143,623,1062
"7365","CLE","IAH","Continental Air Lines Inc.",16,1984,1488,612,1091
"7366","CLE","IAH","Continental Air Lines Inc.",83,13128,10048,614,1091
"7367","CLE","IAH","Continental Air Lines Inc.",42,4788,3516,616,1091
"7368","CLE","IAH","Continental Air Lines Inc.",2,432,274,623,1091
"7369","CLE","IAH","Continental Air Lines Inc.",43,7439,5947,634,1091
"7370","CLE","LAS","Continental Air Lines Inc.",1,124,115,612,1825
"7371","CLE","LAS","Continental Air Lines Inc.",46,7224,6418,614,1825
"7372","CLE","LAS","Continental Air Lines Inc.",10,2160,1820,623,1825
"7373","CLE","LAS","Continental Air Lines Inc.",24,4152,3678,634,1825
"7374","CLE","LAX","Continental Air Lines Inc.",35,5600,5087,614,2053
"7375","CLE","LAX","Continental Air Lines Inc.",16,3456,3193,623,2053
"7376","CLE","LAX","Continental Air Lines Inc.",37,6401,5357,634,2053
"7377","CLE","LGA","Continental Air Lines Inc.",13,1612,1166,612,418
"7378","CLE","LGA","Continental Air Lines Inc.",16,2512,1400,614,418
"7379","CLE","LGA","Continental Air Lines Inc.",5,570,470,616,418
"7380","CLE","MCO","Continental Air Lines Inc.",23,2852,2652,612,895
"7381","CLE","MCO","Continental Air Lines Inc.",52,8296,7363,614,895
"7382","CLE","MCO","Continental Air Lines Inc.",2,228,228,616,895
"7383","CLE","MCO","Continental Air Lines Inc.",3,648,596,623,895
"7384","CLE","MCO","Continental Air Lines Inc.",11,1903,1788,634,895
"7385","CLE","PBI","Continental Air Lines Inc.",5,800,690,614,1020
"7386","CLE","PBI","Continental Air Lines Inc.",11,1254,1181,616,1020
"7387","CLE","PHX","Continental Air Lines Inc.",1,124,98,612,1737
"7388","CLE","PHX","Continental Air Lines Inc.",49,7832,5876,614,1737
"7389","CLE","PHX","Continental Air Lines Inc.",19,3287,2887,634,1737
"7390","CLE","RSW","Continental Air Lines Inc.",15,1860,1726,612,1025
"7391","CLE","RSW","Continental Air Lines Inc.",22,3440,2912,614,1025
"7392","CLE","RSW","Continental Air Lines Inc.",9,1557,1099,634,1025
"7393","CLE","SAN","Continental Air Lines Inc.",1,124,123,612,2026
"7394","CLE","SAN","Continental Air Lines Inc.",13,2080,1872,614,2026
"7395","CLE","SEA","Continental Air Lines Inc.",15,2392,2213,614,2021
"7396","CLE","SFO","Continental Air Lines Inc.",6,744,583,612,2161
"7397","CLE","SFO","Continental Air Lines Inc.",21,3360,2884,614,2161
"7398","CLE","SFO","Continental Air Lines Inc.",13,2808,2659,623,2161
"7399","CLE","SFO","Continental Air Lines Inc.",4,692,538,634,2161
"7400","CLE","SJU","Continental Air Lines Inc.",1,124,120,612,1839
"7401","CLE","SJU","Continental Air Lines Inc.",3,472,450,614,1839
"7402","CLE","SJU","Continental Air Lines Inc.",2,346,343,634,1839
"7403","CLE","TPA","Continental Air Lines Inc.",26,3224,2856,612,927
"7404","CLE","TPA","Continental Air Lines Inc.",17,2720,2418,614,927
"7405","CLE","TPA","Continental Air Lines Inc.",13,1482,1389,616,927
"7406","CLT","EWR","Continental Air Lines Inc.",17,2108,1258,612,529
"7407","CLT","EWR","Continental Air Lines Inc.",10,1592,577,614,529
"7408","CLT","EWR","Continental Air Lines Inc.",49,5586,3211,616,529
"7409","CLT","IAH","Continental Air Lines Inc.",3,372,225,612,913
"7410","CLT","IAH","Continental Air Lines Inc.",9,1440,576,614,913
"7411","CLT","IAH","Continental Air Lines Inc.",28,3192,2374,616,913
"7412","CMH","IAH","Continental Air Lines Inc.",17,2108,1688,612,986
"7413","CMH","IAH","Continental Air Lines Inc.",10,1600,1128,614,986
"7414","CMH","IAH","Continental Air Lines Inc.",24,2736,2153,616,986
"7415","CVG","CLE","Continental Air Lines Inc.",1,216,139,623,221
"7416","CVG","MSY","Continental Air Lines Inc.",1,235,153,624,700
"7417","DCA","IAH","Continental Air Lines Inc.",81,10044,7457,612,1208
"7418","DCA","IAH","Continental Air Lines Inc.",139,22048,16313,614,1208
"7419","DCA","IAH","Continental Air Lines Inc.",8,912,789,616,1208
"7420","DCA","TPA","Continental Air Lines Inc.",1,216,153,623,814
"7421","DEN","CLE","Continental Air Lines Inc.",3,372,271,612,1201
"7422","DEN","CLE","Continental Air Lines Inc.",26,4160,3802,614,1201
